site,lat,long,transect,distance_along_tape,point,quarter,species,distance_from_point,height,dbh,ba,cover,salinity,soil_water_content,soil_carbon_content,soil_bulk_density
Fraser,-25.4495,152.98688,5,6,P1,2,RS,1.72,2.5,3.21,8.12,,,,,
Fraser,-25.4495,152.98688,5,6,P1,3,AM,2,2.4,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,5,6,P1,4,RS,2.03,2.52,3.85,11.65,,,,,
Fraser,-25.4495,152.98688,5,12,P2,1,RS,2.31,1.8,2.58,5.22,5.36,45,0.33506,0.03928,0.9275
Fraser,-25.4495,152.98688,5,12,P2,2,RS,2.33,1.69,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,5,12,P2,3,RS,1.5,1.68,2.83,6.3,,,,,
Fraser,-25.4495,152.98688,5,12,P2,4,RS,1.6,1.93,3.53,9.8,,,,,
Fraser,-25.4495,152.98688,5,27,P3,1,RS,1.95,4.61,5.47,23.54,100,39,0.34417,0.04987,0.97386
Fraser,-25.4495,152.98688,5,27,P3,2,RS,3.15,5.12,5.98,28.13,,,,,
Fraser,-25.4495,152.98688,5,27,P3,3,RS,0.3,2.1,3.79,11.27,,,,,
Fraser,-25.4495,152.98688,5,27,P3,4,AM,1.57,4.52,8.12,51.75,,,,,
Fraser,-25.4495,152.98688,5,34,P4,1,RS,1.72,4.1,6.68,35.09,92.72,37,0.35208,0.05667,0.8443
Fraser,-25.4495,152.98688,5,34,P4,2,RS,0.88,3.97,4.65,16.96,,,,,
Fraser,-25.4495,152.98688,5,34,P4,3,RS,0.71,3.69,5.25,21.66,,,,,
Fraser,-25.4495,152.98688,5,34,P4,4,RS,1.03,3.74,7.03,38.87,,,,,
Fraser,-25.4495,152.98688,5,50,P5,1,RS,4.55,2.7,5.09,20.37,0.16,37,0.15589,0.00726,1.3317
Fraser,-25.4495,152.98688,5,50,P5,2,AM,2.48,6.13,13.81,149.89,,,,,
Fraser,-25.4495,152.98688,5,50,P5,3,RS,2.83,1.58,2.83,6.3,,,,,
Fraser,-25.4495,152.98688,5,50,P5,4,RS,7.16,3.55,5.79,26.36,,,,,
Fraser,-25.4495,152.98688,5,60,P6,1,AM,13.42,5.27,14.78,171.62,8.48,37,0.19722,0.00811,1.30524
Fraser,-25.4495,152.98688,5,60,P6,2,RS,3.67,3.86,8.21,52.97,,,,,
Fraser,-25.4495,152.98688,5,60,P6,3,RS,3.69,2.2,4.71,17.43,,,,,
Fraser,-25.4495,152.98688,5,60,P6,4,RS,5.65,3.12,4.01,12.63,,,,,
Fraser,-25.4495,152.98688,6,9,P1,1,RS,2.15,3.1,3.47,9.45,20.96,42,0.29469,0.0421,1.07643
Fraser,-25.4495,152.98688,6,9,P1,2,RS,1.52,3.05,5.38,22.73,,,,,
Fraser,-25.4495,152.98688,6,9,P1,3,RS,0.67,2.17,2.9,6.59,,,,,
Fraser,-25.4495,152.98688,6,9,P1,4,RS,0.64,2.21,2.61,5.35,,,,,
Fraser,-25.4495,152.98688,6,16,P2,1,RS,1.39,2.86,2.99,7.03,85.44,41,0.3151,0.04169,1.05053
Fraser,-25.4495,152.98688,6,16,P2,2,RS,1.19,3.05,4.17,13.66,,,,,
Fraser,-25.4495,152.98688,6,16,P2,3,RS,1.04,2.9,2.99,7.03,,,,,
Fraser,-25.4495,152.98688,6,16,P2,4,RS,0.46,2.55,3.63,10.34,,,,,
Fraser,-25.4495,152.98688,6,29,P3,1,RS,0.82,4.8,6.24,30.57,100,39,0.40736,0.07965,0.81633
Fraser,-25.4495,152.98688,6,29,P3,2,RS,0.84,3.5,4.2,13.87,,,,,
Fraser,-25.4495,152.98688,6,29,P3,3,RS,1.55,2.2,2.67,5.61,,,,,
Fraser,-25.4495,152.98688,6,29,P3,4,RS,1.75,5.29,6.84,36.78,,,,,
Fraser,-25.4495,152.98688,6,35,P4,1,RS,1.19,5.1,5.89,27.24,100,38,0.25652,0.01646,1.15822
Fraser,-25.4495,152.98688,6,35,P4,2,RS,1,5.2,5.92,27.53,,,,,
Fraser,-25.4495,152.98688,6,35,P4,3,AM,0.83,5.83,13.97,153.36,,,,,
Fraser,-25.4495,152.98688,6,35,P4,4,RS,1.45,2.25,4.62,16.73,,,,,
Fraser,-25.4495,152.98688,6,54,P5,1,RS,4.18,1.46,3.63,10.34,1.2,37,0.16887,0.00689,1.35034
Fraser,-25.4495,152.98688,6,54,P5,2,RS,3.44,3.47,4.23,14.08,,,,,
Fraser,-25.4495,152.98688,6,54,P5,3,RS,4.74,1.5,2.64,5.48,,,,,
Fraser,-25.4495,152.98688,6,54,P5,4,RS,4.26,2.78,5.19,21.14,,,,,
Fraser,-25.4495,152.98688,6,72,P6,1,AM,29.18,8.8,33.86,900.47,0.16,37,0.36519,0.0052,0.91647
Fraser,-25.4495,152.98688,6,72,P6,2,RS,15.19,3.13,6.11,29.34,,,,,
Fraser,-25.4495,152.98688,6,72,P6,3,RS,14.35,2.98,5.6,24.65,,,,,
Fraser,-25.4495,152.98688,6,72,P6,4,AM,18.68,8,18.59,271.5,,,,,
Fraser,-25.4495,152.98688,7,5,P1,1,RS,2.01,1.59,2.64,5.48,0.16,31,0.21039,0.0181,1.60163
Fraser,-25.4495,152.98688,7,5,P1,2,RS,4.32,1.04,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,7,5,P1,3,RS,1.22,1.48,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,7,5,P1,4,RS,2.64,2.4,3.47,9.45,,,,,
Fraser,-25.4495,152.98688,7,9,P2,1,RS,2.59,2.74,3.6,10.16,3.28,39,0.26218,0.02462,1.09419
Fraser,-25.4495,152.98688,7,9,P2,2,RS,3.06,1.52,2.74,5.89,,,,,
Fraser,-25.4495,152.98688,7,9,P2,3,RS,1.11,1.95,2.93,6.74,,,,,
Fraser,-25.4495,152.98688,7,9,P2,4,RS,3.93,1.84,2.58,5.22,,,,,
Fraser,-25.4495,152.98688,7,20,P3,1,RS,1.31,3.16,4.68,17.2,93.76,41,0.31925,0.0388,0.95962
Fraser,-25.4495,152.98688,7,20,P3,2,RS,1.06,3.28,4.27,14.29,,,,,
Fraser,-25.4495,152.98688,7,20,P3,3,RS,1.67,3.32,4.71,17.43,,,,,
Fraser,-25.4495,152.98688,7,20,P3,4,RS,1.39,4.19,6.78,36.1,,,,,
Fraser,-25.4495,152.98688,7,28,P4,1,AM,1.71,5.09,4.14,13.45,100,38,0.28962,0.03293,1.11332
Fraser,-25.4495,152.98688,7,28,P4,2,AM,1.89,4.4,9.52,71.14,,,,,
Fraser,-25.4495,152.98688,7,28,P4,3,RS,1.02,4.76,8.63,58.44,,,,,
Fraser,-25.4495,152.98688,7,28,P4,4,RS,0.8,4.75,8.56,57.58,,,,,
Fraser,-25.4495,152.98688,7,47,P5,1,RS,6.59,2.09,2.58,5.22,90.64,39,0.25538,0.03454,1.01396
Fraser,-25.4495,152.98688,7,47,P5,2,AM,3.84,6.18,13.27,138.38,,,,,
Fraser,-25.4495,152.98688,7,47,P5,3,RS,3.98,3.29,5.06,20.12,,,,,
Fraser,-25.4495,152.98688,7,47,P5,4,AM,0.39,6.04,11.52,104.19,,,,,
Fraser,-25.4495,152.98688,7,59,P6,1,RS,1.87,1.62,2.83,6.3,0.16,37,0.1464,0.00638,1.21343
Fraser,-25.4495,152.98688,7,59,P6,2,RS,7.59,2.84,5.06,20.12,,,,,
Fraser,-25.4495,152.98688,7,59,P6,3,RS,7.37,3.08,5.03,19.87,,,,,
Fraser,-25.4495,152.98688,7,59,P6,4,RS,4.62,2.15,2.96,6.88,,,,,
Fraser,-25.4495,152.98688,8,5,P1,1,RS,0.54,2.47,3.37,8.94,92.72,39,0.24095,0.02914,1.60885
Fraser,-25.4495,152.98688,8,5,P1,2,RS,2.39,1.5,3.12,7.64,,,,,
Fraser,-25.4495,152.98688,8,5,P1,3,RS,0.8,1.5,2.55,5.09,,,,,
Fraser,-25.4495,152.98688,8,5,P1,4,RS,1.55,2.06,3.72,10.89,,,,,
Fraser,-25.4495,152.98688,8,10,P2,1,AM,1.73,3.48,6.49,33.12,77.12,38,0.41338,0.08617,0.65869
Fraser,-25.4495,152.98688,8,10,P2,2,RS,1.34,2.44,5.81,26.5,,,,,
Fraser,-25.4495,152.98688,8,10,P2,3,RS,0.86,2.75,9.01,63.73,,,,,
Fraser,-25.4495,152.98688,8,10,P2,4,AM,1.88,3.58,5.41,23,,,,,
Fraser,-25.4495,152.98688,8,28,P3,1,RS,1.97,5.28,7.58,45.08,95.84,38,0.35822,0.04888,0.87518
Fraser,-25.4495,152.98688,8,28,P3,2,RS,1.78,4.43,7.77,47.38,,,,,
Fraser,-25.4495,152.98688,8,28,P3,3,RS,1.85,3.86,8.16,52.36,,,,,
Fraser,-25.4495,152.98688,8,28,P3,4,AM,2.47,5.6,11.26,99.63,,,,,
Fraser,-25.4495,152.98688,8,38,P4,1,RS,2.02,4.67,19.77,306.88,96.88,38,0.27681,0.03037,1.05335
Fraser,-25.4495,152.98688,8,38,P4,2,RS,2.99,3.62,3.47,9.45,,,,,
Fraser,-25.4495,152.98688,8,38,P4,3,RS,0.42,3.7,3.79,11.27,,,,,
Fraser,-25.4495,152.98688,8,38,P4,4,RS,2.34,4.59,3.53,9.8,,,,,
Fraser,-25.4495,152.98688,8,54,P5,1,RS,3.44,4.19,5.01,19.74,95.84,37,0.24917,0.01634,1.15837
Fraser,-25.4495,152.98688,8,54,P5,2,RS,1.9,3.27,5.38,22.73,,,,,
Fraser,-25.4495,152.98688,8,54,P5,3,AM,2,5.99,13.1,134.68,,,,,
Fraser,-25.4495,152.98688,8,54,P5,4,RS,1.79,2.76,3.31,8.61,,,,,
Fraser,-25.4495,152.98688,8,62,P6,1,AM,5.86,8,21.8,373.4,92.72,37,0.26165,0.00518,1.20894
Fraser,-25.4495,152.98688,8,62,P6,2,RS,5.12,4.41,6.27,30.88,,,,,
Fraser,-25.4495,152.98688,8,62,P6,3,AM,6.38,5.46,16.02,201.61,,,,,
Fraser,-25.4495,152.98688,8,62,P6,4,AM,1.12,5.43,7.75,47.18,,,,,
Fraser,-25.4495,152.98688,9,9,P1,1,AM,2.52,3.65,5.77,26.17,0.16,42,0.33082,0.0517,0.99625
Fraser,-25.4495,152.98688,9,9,P1,2,AM,4.66,2.96,5.68,25.36,,,,,
Fraser,-25.4495,152.98688,9,9,P1,3,RS,1.63,1.22,7.64,45.84,,,,,
Fraser,-25.4495,152.98688,9,9,P1,4,AM,2.43,4.39,5.59,24.51,,,,,
Fraser,-25.4495,152.98688,9,18,P2,1,RS,2.68,4.8,10.31,83.54,52.16,40,0.34557,0.05304,0.9467
Fraser,-25.4495,152.98688,9,18,P2,2,RS,5.32,6.35,17.13,230.33,,,,,
Fraser,-25.4495,152.98688,9,18,P2,3,RS,1.36,6.13,18.3,263.1,,,,,
Fraser,-25.4495,152.98688,9,18,P2,4,RS,4.24,4.56,5.86,26.94,,,,,
Fraser,-25.4495,152.98688,9,33,P3,1,RS,2.29,3.79,13.13,135.41,88.56,39,0.42198,0.05046,0.67661
Fraser,-25.4495,152.98688,9,33,P3,2,RS,3.94,3.38,7.67,46.22,,,,,
Fraser,-25.4495,152.98688,9,33,P3,3,AC,4.49,1.48,2.88,6.52,,,,,
Fraser,-25.4495,152.98688,9,33,P3,4,AM,1.1,6.45,19.89,310.85,,,,,
Fraser,-25.4495,152.98688,9,39,P4,1,RS,1.92,6.06,11.9,111.31,97.92,39,0.39826,0.06352,0.74013
Fraser,-25.4495,152.98688,9,39,P4,2,RS,2.96,6.22,9.07,64.64,,,,,
Fraser,-25.4495,152.98688,9,39,P4,3,AM,3.23,6.21,15.06,178.04,,,,,
Fraser,-25.4495,152.98688,9,39,P4,4,AM,1.53,7.42,19.74,305.9,,,,,
Fraser,-25.4495,152.98688,9,50,P5,1,RS,2.59,6.09,11.43,102.56,86.48,37,0.29344,0.02838,1.23226
Fraser,-25.4495,152.98688,9,50,P5,2,RS,2.41,6.55,19.03,284.57,,,,,
Fraser,-25.4495,152.98688,9,50,P5,3,AM,0.94,7.8,24.26,462.06,,,,,
Fraser,-25.4495,152.98688,9,50,P5,4,RS,3.84,5.71,14.42,163.3,,,,,
Fraser,-25.4495,152.98688,9,60,P6,1,AM,6.23,7.8,31.43,776,100,37,0.2795,0.02224,1.07342
Fraser,-25.4495,152.98688,9,60,P6,2,RS,7.59,6.17,17.63,244.24,,,,,
Fraser,-25.4495,152.98688,9,60,P6,3,RS,4.83,5.07,8.16,52.36,,,,,
Fraser,-25.4495,152.98688,9,60,P6,4,AM,6.96,6.78,13.46,142.39,,,,,
Fraser,-25.4495,152.98688,10,9,P1,1,RS,0.82,1.48,2.99,7.03,34.48,37,0.34075,0.04737,0.89805
Fraser,-25.4495,152.98688,10,9,P1,2,RS,1.16,2.59,8.4,55.46,,,,,
Fraser,-25.4495,152.98688,10,9,P1,3,RS,1.73,2.18,6.33,31.51,,,,,
Fraser,-25.4495,152.98688,10,9,P1,4,RS,2.65,2.73,5.67,25.21,,,,,
Fraser,-25.4495,152.98688,10,22,P2,1,RS,1.38,2.22,3.69,10.71,14.72,40,0.29744,0.04973,1.1362
Fraser,-25.4495,152.98688,10,22,P2,2,RS,0.66,1.51,5.54,24.09,,,,,
Fraser,-25.4495,152.98688,10,22,P2,3,RS,1.45,1.82,7.94,49.54,,,,,
Fraser,-25.4495,152.98688,10,22,P2,4,RS,2.78,3.03,10.65,89.04,,,,,
Fraser,-25.4495,152.98688,10,39,P3,1,AC,1.53,1.51,3.06,7.33,89.6,39,0.36623,0.06792,0.87033
Fraser,-25.4495,152.98688,10,39,P3,2,RS,1.52,2.53,3.9,11.94,,,,,
Fraser,-25.4495,152.98688,10,39,P3,3,RS,1.57,3.49,7.61,45.46,,,,,
Fraser,-25.4495,152.98688,10,39,P3,4,AC,1.5,1.29,2.72,5.82,,,,,
Fraser,-25.4495,152.98688,10,49,P4,1,RS,2.16,4.73,12.54,123.53,100,38,0.32519,0.04058,1.03913
Fraser,-25.4495,152.98688,10,49,P4,2,RS,2.1,3.65,6.43,32.47,,,,,
Fraser,-25.4495,152.98688,10,49,P4,3,AM,3.21,4.57,9.64,73.06,,,,,
Fraser,-25.4495,152.98688,10,49,P4,4,AM,3.82,5.59,13.21,137.05,,,,,
Fraser,-25.4495,152.98688,10,66,P5,1,AM,4.46,6.23,16.93,225.22,97.92,38,0.2419,0.01131,1.25504
Fraser,-25.4495,152.98688,10,66,P5,2,RS,3.95,6.3,12.48,122.28,,,,,
Fraser,-25.4495,152.98688,10,66,P5,3,RS,3.29,6.65,13.72,147.82,,,,,
Fraser,-25.4495,152.98688,10,66,P5,4,AM,2.83,6.62,11.9,111.31,,,,,
Fraser,-25.4495,152.98688,10,71,P6,1,AM,2.65,5.41,9.3,67.97,98.96,39,0.2017,0.00655,1.24832
Fraser,-25.4495,152.98688,10,71,P6,2,AM,2.34,5.75,11.9,111.31,,,,,
Fraser,-25.4495,152.98688,10,71,P6,3,RS,0.92,4.44,13.43,141.71,,,,,
Fraser,-25.4495,152.98688,10,71,P6,4,AM,9.42,7.25,18.64,272.8,,,,,
